单元,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,见面会
 SIFF纪录,巴拉内3号街区,BALANE 3,伊科·科斯塔,"葡萄牙,法国",98分钟,6月16日,18:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
 SIFF纪录,巴拉内3号街区,BALANE 3,伊科·科斯塔,"葡萄牙,法国",98分钟,6月17日,18:30,上海大光明电影院,3号厅,黄浦区南京西路216号,
世界万象,父亲与我的永恒之歌,UNFORGETTABLE,小泉德宏,日本,93分钟,6月13日,20:40,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,
世界万象,父亲与我的永恒之歌,UNFORGETTABLE,小泉德宏,日本,93分钟,6月14日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
世界万象,父亲与我的永恒之歌,UNFORGETTABLE,小泉德宏,日本,93分钟,6月18日,18:30,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
金爵参赛片,维多利亚,VICTORIA,西瓦兰吉妮,印度,85分钟,6月17日,18:30,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
金爵参赛片,维多利亚,VICTORIA,西瓦兰吉妮,印度,85分钟,6月18日,18:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
金爵参赛片,维多利亚,VICTORIA,西瓦兰吉妮,印度,85分钟,6月21日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
金爵参赛片,维多利亚,VICTORIA,西瓦兰吉妮,印度,85分钟,6月22日,18:30,上海科技影城,3号厅,黄浦区南昌路59号3楼,
金爵参赛片,被记住事物的气味 (4K),THE SCENT OF THINGS REMEMBERED (4K),安东尼奥·费雷拉,"葡萄牙,巴西",96分钟,6月15日,10:30,上海影城SHO,3号厅CINITY,长宁区新华路160号,★
金爵参赛片,被记住事物的气味 (4K),THE SCENT OF THINGS REMEMBERED (4K),安东尼奥·费雷拉,"葡萄牙,巴西",96分钟,6月18日,20:40,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
金爵参赛片,被记住事物的气味 (4K),THE SCENT OF THINGS REMEMBERED (4K),安东尼奥·费雷拉,"葡萄牙,巴西",96分钟,6月20日,18:30,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
金爵参赛片,故土一隅,A PART OF THE LAND,尼玛·马赫迪安·阿斯尔,伊朗,73分钟,6月13日,18:30,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
金爵参赛片,故土一隅,A PART OF THE LAND,尼玛·马赫迪安·阿斯尔,伊朗,73分钟,6月14日,18:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
金爵参赛片,故土一隅,A PART OF THE LAND,尼玛·马赫迪安·阿斯尔,伊朗,73分钟,6月20日,20:40,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
金爵参赛片,故土一隅,A PART OF THE LAND,尼玛·马赫迪安·阿斯尔,伊朗,73分钟,6月21日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
多元视角,风之精灵艾莉尔,ARIEL,路易斯·帕提诺,"西班牙,葡萄牙",105分钟,6月13日,18:30,SFC上影影城（国华广场店）,1号LUXE厅,杨浦区三门路99号415室,
多元视角,风之精灵艾莉尔,ARIEL,路易斯·帕提诺,"西班牙,葡萄牙",105分钟,6月14日,18:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,
多元视角,风之精灵艾莉尔,ARIEL,路易斯·帕提诺,"西班牙,葡萄牙",105分钟,6月16日,20:40,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,
多元视角,风之精灵艾莉尔,ARIEL,路易斯·帕提诺,"西班牙,葡萄牙",105分钟,6月22日,18:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
SIFF动画,诺伯特的彩色歌谣,NORBERT,何塞·科拉尔·路兰迪,"西班牙,阿根廷",76分钟,6月13日,18:30,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,
SIFF动画,诺伯特的彩色歌谣,NORBERT,何塞·科拉尔·路兰迪,"西班牙,阿根廷",76分钟,6月17日,18:30,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
SIFF动画,诺伯特的彩色歌谣,NORBERT,何塞·科拉尔·路兰迪,"西班牙,阿根廷",76分钟,6月22日,18:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
和合共生：中外电影的百年共振,七武士 (4K),THE SEVEN SAMURAI (4K),黑泽明,日本,207分钟,6月14日,09:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
和合共生：中外电影的百年共振,七武士 (4K),THE SEVEN SAMURAI (4K),黑泽明,日本,207分钟,6月15日,09:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
和合共生：中外电影的百年共振,七武士 (4K),THE SEVEN SAMURAI (4K),黑泽明,日本,207分钟,6月16日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
和合共生：中外电影的百年共振,七武士 (4K),THE SEVEN SAMURAI (4K),黑泽明,日本,207分钟,6月17日,13:00,艺海剧院,大剧场,静安区江宁路466号,
和合共生：中外电影的百年共振,七武士 (4K),THE SEVEN SAMURAI (4K),黑泽明,日本,207分钟,6月19日,13:00,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
和合共生：中外电影的百年共振,七武士 (4K),THE SEVEN SAMURAI (4K),黑泽明,日本,207分钟,6月20日,13:00,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
和合共生：中外电影的百年共振,七武士 (4K),THE SEVEN SAMURAI (4K),黑泽明,日本,207分钟,6月22日,09:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
SIFF经典,死之棘（4K）,THE STING OF DEATH (4K),小栗康平,日本,115分钟,6月13日,20:40,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
SIFF经典,死之棘（4K）,THE STING OF DEATH (4K),小栗康平,日本,115分钟,6月14日,20:40,兰心大戏院,观众厅,黄浦区茂名南路57号,
SIFF经典,死之棘（4K）,THE STING OF DEATH (4K),小栗康平,日本,115分钟,6月20日,20:40,沪北电影院,1号厅,静安区洛川东路500号,
SIFF经典,死之棘（4K）,THE STING OF DEATH (4K),小栗康平,日本,115分钟,6月21日,20:40,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
SIFF经典,死之棘（4K）,THE STING OF DEATH (4K),小栗康平,日本,115分钟,6月22日,20:40,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
多元视角,玛丽亚·卡拉斯 (4K),MARIA (4K),帕布罗·拉雷恩,"意大利,德国,美国",123分钟,6月13日,20:40,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
多元视角,玛丽亚·卡拉斯 (4K),MARIA (4K),帕布罗·拉雷恩,"意大利,德国,美国",123分钟,6月14日,15:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
多元视角,玛丽亚·卡拉斯 (4K),MARIA (4K),帕布罗·拉雷恩,"意大利,德国,美国",123分钟,6月17日,15:30,上海影城SHO,2号厅Onyx,长宁区新华路160号,
多元视角,玛丽亚·卡拉斯 (4K),MARIA (4K),帕布罗·拉雷恩,"意大利,德国,美国",123分钟,6月19日,15:30,艺海剧院,大剧场,静安区江宁路466号,
多元视角,玛丽亚·卡拉斯 (4K),MARIA (4K),帕布罗·拉雷恩,"意大利,德国,美国",123分钟,6月21日,15:30,沪北电影院,1号厅,静安区洛川东路500号,
多元视角,且听风言,"WIND, TALK TO ME",斯特凡·德约杰维奇,"塞尔维亚,斯洛文尼亚,克罗地亚",100分钟,6月13日,18:30,寰映影城（久光中心店）,3号厅,静安区共和新路2188号久光中心5楼,
多元视角,且听风言,"WIND, TALK TO ME",斯特凡·德约杰维奇,"塞尔维亚,斯洛文尼亚,克罗地亚",100分钟,6月15日,15:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
多元视角,且听风言,"WIND, TALK TO ME",斯特凡·德约杰维奇,"塞尔维亚,斯洛文尼亚,克罗地亚",100分钟,6月17日,18:30,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
SIFF经典,小河马雨果 (4K),HUGO THE HIPPO (4K),"比尔·费根鲍姆, 约瑟夫·杰梅斯","匈牙利,美国",91分钟,6月13日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
SIFF经典,小河马雨果 (4K),HUGO THE HIPPO (4K),"比尔·费根鲍姆, 约瑟夫·杰梅斯","匈牙利,美国",91分钟,6月15日,18:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
SIFF经典,小河马雨果 (4K),HUGO THE HIPPO (4K),"比尔·费根鲍姆, 约瑟夫·杰梅斯","匈牙利,美国",91分钟,6月18日,18:30,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
SIFF经典,小河马雨果 (4K),HUGO THE HIPPO (4K),"比尔·费根鲍姆, 约瑟夫·杰梅斯","匈牙利,美国",91分钟,6月21日,15:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
SIFF经典,小河马雨果 (4K),HUGO THE HIPPO (4K),"比尔·费根鲍姆, 约瑟夫·杰梅斯","匈牙利,美国",91分钟,6月22日,18:30,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
SIFF动画,坏蛋联盟,THE BAD GUYS,彼埃尔·佩里菲尔,美国,100分钟,6月13日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
SIFF动画,坏蛋联盟,THE BAD GUYS,彼埃尔·佩里菲尔,美国,100分钟,6月14日,15:30,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
SIFF动画,坏蛋联盟,THE BAD GUYS,彼埃尔·佩里菲尔,美国,100分钟,6月15日,10:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
SIFF动画,坏蛋联盟,THE BAD GUYS,彼埃尔·佩里菲尔,美国,100分钟,6月20日,20:40,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
SIFF动画,坏蛋联盟,THE BAD GUYS,彼埃尔·佩里菲尔,美国,100分钟,6月21日,13:00,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
SIFF动画,坏蛋联盟,THE BAD GUYS,彼埃尔·佩里菲尔,美国,100分钟,6月22日,18:30,星轶STARX影剧院（上海宝山日月光店）,5号厅,宝山区沪太路1933号宝山日月光中心2层K区202,
“一带一路”电影周,暗夜边缘 (4K),EDGE OF NIGHT (4K),图尔克·苏尔,"土耳其,德国",85分钟,6月13日,18:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
“一带一路”电影周,暗夜边缘 (4K),EDGE OF NIGHT (4K),图尔克·苏尔,"土耳其,德国",85分钟,6月14日,15:30,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,
“一带一路”电影周,暗夜边缘 (4K),EDGE OF NIGHT (4K),图尔克·苏尔,"土耳其,德国",85分钟,6月17日,18:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
“一带一路”电影周,暗夜边缘 (4K),EDGE OF NIGHT (4K),图尔克·苏尔,"土耳其,德国",85分钟,6月21日,13:00,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
SIFF动画,砂制时镜下的疗养院 (4K),SANATORIUM UNDER THE SIGN OF THE HOURGLASS (4K),史蒂芬·奎，狄莫瑞·奎,"英国,波兰,德国",76分钟,6月13日,20:40,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
SIFF动画,砂制时镜下的疗养院 (4K),SANATORIUM UNDER THE SIGN OF THE HOURGLASS (4K),史蒂芬·奎，狄莫瑞·奎,"英国,波兰,德国",76分钟,6月14日,20:40,SFC上影影城（国华广场店）,1号LUXE厅,杨浦区三门路99号415室,
SIFF动画,砂制时镜下的疗养院 (4K),SANATORIUM UNDER THE SIGN OF THE HOURGLASS (4K),史蒂芬·奎，狄莫瑞·奎,"英国,波兰,德国",76分钟,6月15日,20:40,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
SIFF动画,砂制时镜下的疗养院 (4K),SANATORIUM UNDER THE SIGN OF THE HOURGLASS (4K),史蒂芬·奎，狄莫瑞·奎,"英国,波兰,德国",76分钟,6月16日,20:40,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
官方推荐,春来家事 (4K),MARCH TO MAY (4K),马丁·帕沃尔·雷普卡,捷克,85分钟,6月14日,18:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
官方推荐,春来家事 (4K),MARCH TO MAY (4K),马丁·帕沃尔·雷普卡,捷克,85分钟,6月15日,20:40,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
官方推荐,春来家事 (4K),MARCH TO MAY (4K),马丁·帕沃尔·雷普卡,捷克,85分钟,6月18日,18:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
世界万象,睡觉的笨蛋,NEMURUBAKA -HYPNIC JERKS-,阪元裕吾,日本,106分钟,6月14日,18:00,上海大光明电影院,1号厅,黄浦区南京西路216号,★
世界万象,睡觉的笨蛋,NEMURUBAKA -HYPNIC JERKS-,阪元裕吾,日本,106分钟,6月16日,13:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
世界万象,睡觉的笨蛋,NEMURUBAKA -HYPNIC JERKS-,阪元裕吾,日本,106分钟,6月19日,15:30,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
世界万象,复写,REWRITE,松居大悟,日本,127分钟,6月16日,13:00,沪北电影院,1号厅,静安区洛川东路500号,
世界万象,复写,REWRITE,松居大悟,日本,127分钟,6月18日,20:40,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
今日亚洲,巴黎大饭店,GRAND MAISON PARIS,冢原亚由子,"日本,英国",112分钟,6月18日,15:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
今日亚洲,巴黎大饭店,GRAND MAISON PARIS,冢原亚由子,"日本,英国",112分钟,6月22日,18:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
 SIFF纪录,传奇淘金机,THE FABULOUS GOLD HARVESTING MACHINE,阿尔弗雷多·普拉伊·德拉普拉萨,"智利,荷兰",77分钟,6月15日,20:40,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
 SIFF纪录,传奇淘金机,THE FABULOUS GOLD HARVESTING MACHINE,阿尔弗雷多·普拉伊·德拉普拉萨,"智利,荷兰",77分钟,6月18日,18:30,上海大光明电影院,3号厅,黄浦区南京西路216号,
 SIFF纪录,传奇淘金机,THE FABULOUS GOLD HARVESTING MACHINE,阿尔弗雷多·普拉伊·德拉普拉萨,"智利,荷兰",77分钟,6月21日,18:30,佰映三克映画,LUXE厅,静安区江宁路699号MOHO Mall地下1层 60B,
官方推荐,在溪边,BY THE STREAM,洪常秀,韩国,111分钟,6月13日,18:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
官方推荐,在溪边,BY THE STREAM,洪常秀,韩国,111分钟,6月15日,15:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
官方推荐,在溪边,BY THE STREAM,洪常秀,韩国,111分钟,6月15日,18:30,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
官方推荐,在溪边,BY THE STREAM,洪常秀,韩国,111分钟,6月17日,15:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
官方推荐,在溪边,BY THE STREAM,洪常秀,韩国,111分钟,6月18日,13:00,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
今日亚洲,老手2,"I, THE EXECUTIONER",柳昇完,韩国,118分钟,6月13日,15:30,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
今日亚洲,老手2,"I, THE EXECUTIONER",柳昇完,韩国,118分钟,6月14日,15:30,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
今日亚洲,老手2,"I, THE EXECUTIONER",柳昇完,韩国,118分钟,6月17日,15:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
今日亚洲,老手2,"I, THE EXECUTIONER",柳昇完,韩国,118分钟,6月20日,15:30,沪北电影院,1号厅,静安区洛川东路500号,
“一带一路”电影周,唯有追忆 (4K),All THAT'S LEFT OF YOU (4K),雪梨·道比什,"德国,塞浦路斯,巴勒斯坦",145分钟,6月15日,15:30,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
“一带一路”电影周,唯有追忆 (4K),All THAT'S LEFT OF YOU (4K),雪梨·道比什,"德国,塞浦路斯,巴勒斯坦",145分钟,6月19日,18:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
“一带一路”电影周,唯有追忆 (4K),All THAT'S LEFT OF YOU (4K),雪梨·道比什,"德国,塞浦路斯,巴勒斯坦",145分钟,6月21日,15:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
“一带一路”电影周,唯有追忆 (4K),All THAT'S LEFT OF YOU (4K),雪梨·道比什,"德国,塞浦路斯,巴勒斯坦",145分钟,6月22日,15:30,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
多元视角,八旬老妪剿匪记,VITORIA,安德鲁卡·瓦丁顿,巴西,112分钟,6月13日,18:30,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
多元视角,八旬老妪剿匪记,VITORIA,安德鲁卡·瓦丁顿,巴西,112分钟,6月14日,15:30,SFC上影影城（国华广场店）,1号LUXE厅,杨浦区三门路99号415室,
多元视角,八旬老妪剿匪记,VITORIA,安德鲁卡·瓦丁顿,巴西,112分钟,6月19日,18:30,佰映三克映画,LUXE厅,静安区江宁路699号MOHO Mall地下1层 60B,
多元视角,八旬老妪剿匪记,VITORIA,安德鲁卡·瓦丁顿,巴西,112分钟,6月22日,15:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
新视野,就是这样（IMAX）,THIS IS IT（IMAX）,肯尼·奥特加,美国,112分钟,6月13日,18:30,SFC上影影城（港汇永华IMAX激光店）,IMAX激光厅,徐汇区虹桥路1号6层616/6M01,
新视野,就是这样（IMAX）,THIS IS IT（IMAX）,肯尼·奥特加,美国,112分钟,6月14日,18:30,寰映影城（大融城店）,1号激光IMAX厅,静安区沪太路1111弄10号1号楼3层,
新视野,就是这样（IMAX）,THIS IS IT（IMAX）,肯尼·奥特加,美国,112分钟,6月15日,18:30,MOViE MOViE影城（前滩太古里店）,激光IMAX厅,浦东新区东育路500弄前滩太古里石区3楼S-L3-13,
新视野,就是这样（IMAX）,THIS IS IT（IMAX）,肯尼·奥特加,美国,112分钟,6月20日,18:30,MOViE MOViE影城（前滩太古里店）,激光IMAX厅,浦东新区东育路500弄前滩太古里石区3楼S-L3-13,
新视野,就是这样（IMAX）,THIS IS IT（IMAX）,肯尼·奥特加,美国,112分钟,6月21日,18:30,SFC上影影城（港汇永华IMAX激光店）,IMAX激光厅,徐汇区虹桥路1号6层616/6M01,
